HHID,plotID,A,animal_value_p_sell,area_planted,chem_fert,cons_value_p_sell,cropID,farm_capital,food_prod_value_p_sell,gift_value_p_sell,hhlabor,hired_labor,k,l,lnA,lnk,lnl,lnm,lny,lny_over_A,m,org_fert,pesticides,season,seed_cost,seeds_value_p_sell,sell_value_p_sell,stored_value_p_sell,total2_value_p_sell,total_value_p_sell,trans_cost,y,y_over_A,inflation,region
H05705-04-01,1.0,0.100000001490116,0.0,0.100000001490116,,8.670273825710053,210.0,36000.0,0.0,0.0,18.0,0.0,13.005410544769378,18.0,-2.302585078092886,2.565365466627599,2.8903717578961645,,3.412663331272277,13.64115716017581,0.0,,,1,,0.0,0.0,21.675684241282294,30.345958066992345,83999.99856948853,0.0,30.345958066992345,839999.9910593042,1.0700411330335953,1
H05705-04-01,2.0,0.200000002980232,0.0,0.200000002980232,,3.13093216818522,310.0,36000.0,0.0,0.0,18.0,0.0,13.005410544769378,18.0,-1.6094378975329406,2.565365466627599,2.8903717578961645,,1.8344779580848065,11.369824606428395,0.0,,,1,,0.0,0.0,3.13093216818522,6.26186433637044,17333.333333333332,0.0,6.26186433637044,86666.66537523281,1.0700411330335953,1
H05705-04-01,4.0,0.100000001490116,0.0,0.100000001490116,,0.0,630.0,36000.0,0.0,0.0,9.0,0.0,13.005410544769378,9.0,-2.302585078092886,2.565365466627599,2.1972245773362196,,,,0.0,,,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0700411330335953,1
H05705-04-01,5.0,0.200000002980232,0.0,0.200000002980232,,9.483111855561004,620.0,36000.0,0.0,5.057659656299203,13.0,0.0,13.005410544769378,13.0,-1.6094378975329406,2.565365466627599,2.5649493574615367,,2.676956532036061,12.21230318037965,0.0,,,1,,0.0,0.0,0.0,14.540771511860205,40250.0,0.0,14.540771511860205,201249.9970011416,1.0700411330335953,1
H05705-04-01,6.0,0.30000001192092896,0.0,0.30000001192092896,,6.502705272384689,741.0,36000.0,0.0,0.0,9.0,0.0,13.005410544769378,9.0,-1.2039727645895069,2.565365466627599,2.1972245773362196,,1.8722182860676537,11.002099801467809,0.0,,,1,,0.0,0.0,0.0,6.502705272384689,18000.0,0.0,6.502705272384689,59999.9976158143,1.0700411330335953,1
H05706-04-01,2.0,0.25,0.0,0.25,,0.0,630.0,196000.0,0.0,0.0,25.0,0.0,70.4596477985973,25.0,-1.3862943611198906,4.2550401742999355,3.2188758248682006,,,,0.0,,,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0753197970037849,1
H05707-04-01,2.0,0.5,0.0,0.5,,25.164159928070465,620.0,28000.0,0.0,0.0,118.0,0.0,10.065663971228187,118.0,-0.6931471805599453,2.3091300252446225,4.770684624465665,,3.2254207571187776,11.84939770159144,0.0,,,1,,0.0,0.0,0.0,25.164159928070465,70000.0,0.0,25.164159928070465,140000.0,1.0753197970037849,1
H05709-04-01,1.0,0.100000001490116,0.0,0.100000001490116,,1.7974399948621762,610.0,21000.0,0.0,1.7974399948621762,53.0,0.0,7.549247978421139,53.0,-2.302585078092886,2.0214479527928413,3.970291913552122,,1.6849757161716286,11.918390558177233,0.0,,,1,,1.7974399948621762,0.0,0.0,5.392319984586528,15000.0,0.0,5.392319984586528,149999.99776482605,1.0753197970037849,1
H05710-04-01,2.0,,0.0,2.0,,287.59039917794814,440.0,683500.0,0.0,575.1807983558963,78.0,60.0,,,,,,,,17.533948814319753,,359.4879989724352,,1,,0.0,23007.231934235853,5751.807983558963,29621.811115328663,82400000.0,0.0,,41200000.0,1.0753197970037849,1
H05711-04-01,2.0,0.150000005960464,0.0,0.150000005960464,,25.164159928070465,620.0,86000.0,0.0,0.0,79.0,0.0,30.915967911629426,79.0,-1.8971199451494554,3.431272811322926,4.3694478524670215,,3.2254207571187776,13.05337046618095,0.0,,,1,,0.0,0.0,0.0,25.164159928070465,70000.0,0.0,25.164159928070465,466666.6481230016,1.0753197970037849,1
H05711-04-01,3.0,0.100000001490116,0.0,0.100000001490116,,0.0,630.0,86000.0,0.0,0.0,84.0,0.0,30.915967911629426,84.0,-2.302585078092886,3.431272811322926,4.430816798843313,,,,0.0,,,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0753197970037849,1
H05711-04-01,5.0,0.100000001490116,0.0,0.100000001490116,,6.291039982017616,620.0,86000.0,0.0,0.0,117.0,6.0,30.915967911629426,123.0,-2.302585078092886,3.431272811322926,4.812184355372417,0.7686849842974735,1.8391263959988868,12.072541238004492,2.156927993834611,,2.156927993834611,1,,0.0,0.0,0.0,6.291039982017616,17500.0,0.0,6.291039982017616,174999.99739229705,1.0753197970037849,1
H05910-04-01,1.0,1.0,0.0,1.0,,22.94603406544137,741.0,262000.0,0.0,3.23400480116959,20.0,27.0,94.14547310071471,47.0,0.0,4.5448411721704005,3.8501476017100584,,5.046904417857405,12.978163028430238,0.0,,,1,,0.0,129.36019204678357,0.0,155.54023091339454,432857.14285714284,17.966693339831053,155.54023091339454,432857.14285714284,1.0757810432021624,1
H05910-04-01,2.0,0.200000002980232,0.0,0.200000002980232,,4.491673334957763,130.0,262000.0,0.0,0.0,14.0,10.0,94.14547310071471,24.0,-1.6094378975329406,4.5448411721704005,3.1780538303479458,,3.448135461772872,12.988831969878646,0.0,,,1,,0.0,26.95004000974658,0.0,31.44171334470434,100000.0,0.0,31.44171334470434,437499.9934807426,1.0757810432021624,1
H05910-04-01,3.0,0.200000002980232,0.0,0.200000002980232,,10.780016003898632,210.0,262000.0,0.0,0.0,10.0,6.0,94.14547310071471,16.0,-1.6094378975329406,4.5448411721704005,2.772588722239781,,2.377694050071459,11.918390558177233,0.0,,,1,,0.0,0.0,0.0,10.780016003898632,60000.0,0.0,10.780016003898632,149999.99776482605,1.0757810432021624,1
H05910-04-01,4.0,0.200000002980232,0.0,0.200000002980232,,21.560032007797265,630.0,262000.0,0.0,7.186677335932421,7.0,0.0,94.14547310071471,7.0,-1.6094378975329406,4.5448411721704005,1.9459101490553132,,3.358523303083185,12.89921981118896,0.0,,,1,,0.0,0.0,0.0,28.746709343729684,80000.0,0.0,28.746709343729684,399999.9940395361,1.0757810432021624,1
H05910-04-01,6.0,0.200000002980232,0.0,0.200000002980232,,0.0,610.0,262000.0,0.0,0.0,7.0,3.0,94.14547310071471,10.0,-1.6094378975329406,4.5448411721704005,2.302585092994046,,,,0.0,,,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0757810432021624,1
H06006-04-01,1.0,0.25,0.0,0.25,,5.422347372378334,130.0,66000.0,0.0,0.0,27.0,4.0,23.85832843846467,31.0,-1.3862943611198906,3.17213335715215,3.4339872044851463,,2.8945016205538705,12.206072645530174,0.0,,,1,,0.0,12.65214386888278,0.0,18.074491241261114,50000.0,0.0,18.074491241261114,200000.0,1.0693649877067413,1
H06006-04-01,2.0,0.25,0.0,0.25,,0.0,630.0,66000.0,0.0,0.0,39.0,6.0,23.85832843846467,45.0,-1.3862943611198906,3.17213335715215,3.8066624897703196,,,,0.0,,,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0693649877067413,1
H06006-04-01,3.0,0.25,0.0,0.25,,17.35151159161067,210.0,66000.0,0.0,8.675755795805335,35.0,4.0,23.85832843846467,39.0,-1.3862943611198906,3.17213335715215,3.6635616461296463,,3.25914473414178,12.570715759118084,0.0,,,1,,0.0,0.0,0.0,26.027267387416,72000.0,0.0,26.027267387416,288000.0,1.0693649877067413,1
H06006-04-01,5.0,0.25,0.0,0.25,,0.0,811.0,66000.0,0.0,0.0,30.0,4.0,23.85832843846467,34.0,-1.3862943611198906,3.17213335715215,3.5263605246161616,,3.0768231773478254,12.388394202324129,0.0,,,1,,0.0,21.689389489513335,0.0,21.689389489513335,60000.0,0.0,21.689389489513335,240000.0,1.0693649877067413,1
H06008-04-01,1.0,1.5,0.0,1.5,,3.6148982482522225,610.0,18000.0,0.0,0.0,65.0,0.0,6.506816846854,65.0,0.4054651081081644,1.872850373021889,4.174387269895637,1.6905288162279346,4.280795981673761,11.80060753742201,5.422347372378334,,5.422347372378334,1,,3.6148982482522225,65.06816846854001,0.0,72.29796496504446,200000.0,0.0,72.29796496504446,133333.33333333334,1.0693649877067413,1
H06008-04-01,3.0,0.25,0.0,0.25,,6.506816846854,741.0,18000.0,0.0,0.0,14.0,0.0,6.506816846854,14.0,-1.3862943611198906,1.872850373021889,2.6390573296152584,,1.872850373021889,11.184421397998193,0.0,,,1,,0.0,0.0,0.0,6.506816846854,18000.0,0.0,6.506816846854,72000.0,1.0693649877067413,1
H06010-04-01,1.0,0.25,0.0,0.25,,15.106843141172115,620.0,144000.0,0.0,0.0,50.0,0.0,51.794890769732966,50.0,-1.3862943611198906,3.9472915106118664,3.912023005428146,,3.225973453085225,12.542544882151386,0.0,,,1,,0.0,10.07122876078141,0.0,25.17807190195353,70000.0,0.0,25.17807190195353,280000.0,1.0747256362995772,1
H06010-04-01,2.0,0.25,0.0,0.25,,10.79060224369437,610.0,144000.0,0.0,0.0,50.0,0.0,51.794890769732966,50.0,-1.3862943611198906,3.9472915106118664,3.912023005428146,,2.6663576651498024,11.982929094215963,0.0,,,1,,0.0,3.5968674145647896,0.0,14.387469658259159,40000.0,0.0,14.387469658259159,160000.0,1.0747256362995772,1
H06010-04-01,4.0,0.5,0.0,0.5,,20.14245752156282,620.0,144000.0,0.0,5.035614380390705,61.0,0.0,51.794890769732966,61.0,-0.6931471805599453,3.9472915106118664,4.110873864173311,,3.225973453085225,11.84939770159144,0.0,,,1,,0.0,0.0,0.0,25.17807190195353,70000.0,0.0,25.17807190195353,140000.0,1.0747256362995772,1
H06101-04-01,1.0,1.25,0.0,1.25,,28.75903991779482,130.0,24000.0,0.0,7.189759979448705,93.0,0.0,8.627711975338444,93.0,0.22314355131420976,2.154979345417364,4.532599493153256,2.426913060901006,5.086173097833784,12.793859310432293,11.32387196763171,,8.627711975338444,1,2.696159992293264,0.0,125.82079964035232,0.0,161.76959953759584,450000.0,0.0,161.76959953759584,360000.0,1.0753197970037849,1
H06102-04-01,1.0,0.5,0.0,0.5,,63.518926362146196,741.0,73000.0,0.0,17.04166317033191,14.0,0.0,26.388757212241224,14.0,-0.6931471805599453,3.2729380562741155,2.6390573296152584,,5.258047413337604,13.87647125775396,0.0,,,1,,0.0,111.54543166035431,0.0,192.10602119283237,531428.5714285714,0.0,192.10602119283237,1062857.1428571427,1.0693649877067413,1
H06103-04-01,1.0,0.25,0.0,0.25,,75.91286321329667,741.0,16000.0,0.0,32.534084234270004,60.0,0.0,5.783837197203557,60.0,-1.3862943611198906,1.755067337365506,4.0943445622221,,4.686261089781926,13.997832114758229,0.0,,,1,,0.0,0.0,0.0,108.44694744756667,240000.0,0.0,108.44694744756667,1200000.0,1.0693649877067413,1
H06104-04-01,1.0,0.25,0.0,0.25,,75.53421570586057,741.0,181000.0,0.0,0.0,30.0,0.0,65.1033002036227,30.0,-1.3862943611198906,4.175975242301692,3.4011973816621555,0.2302411795312339,4.324585741753334,13.641157170819497,1.2589035950976764,,1.2589035950976764,1,,0.0,0.0,0.0,75.53421570586057,210000.0,0.0,75.53421570586057,840000.0,1.0747256362995772,1
H06104-04-01,2.0,0.75,0.0,0.75,,0.0,811.0,181000.0,0.0,0.0,37.0,0.0,65.1033002036227,37.0,-0.2876820724517809,4.175975242301692,3.6109179126442243,0.9233883600911792,3.582648397023957,11.80060753742201,2.5178071901953527,,2.5178071901953527,1,,0.0,35.968674145647896,0.0,35.968674145647896,100000.0,0.0,35.968674145647896,133333.33333333334,1.0747256362995772,1
H06104-04-01,3.0,0.25,0.0,0.25,,0.0,890.0,181000.0,0.0,0.0,34.0,0.0,65.1033002036227,34.0,-1.3862943611198906,4.175975242301692,3.5263605246161616,1.056919752715702,,,2.877493931651832,,2.877493931651832,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0747256362995772,1
H06104-04-01,4.0,1.0,0.0,1.0,,43.16240897477748,630.0,181000.0,0.0,0.0,39.0,0.0,65.1033002036227,39.0,0.0,4.175975242301692,3.6635616461296463,,3.764969953817912,11.695247021764184,0.0,,,1,,0.0,0.0,0.0,43.16240897477748,120000.0,0.0,43.16240897477748,120000.0,1.0747256362995772,1
H06104-04-01,5.0,1.0,0.0,1.0,,1.8783640942727236,510.0,181000.0,0.0,0.8050131832597388,16.0,0.0,65.1033002036227,16.0,0.0,4.175975242301692,2.772588722239781,,3.695126380450648,11.625403448396918,0.0,,,1,,0.0,37.56728188545447,0.0,40.25065916298694,111904.76190476192,0.0,40.25065916298694,111904.76190476192,1.0747256362995772,1
H06104-04-01,6.0,0.5,0.0,0.5,,0.0,811.0,181000.0,0.0,0.0,34.0,0.0,65.1033002036227,34.0,-0.6931471805599453,4.175975242301692,3.5263605246161616,0.9233883600911792,3.582648397023957,12.206072645530174,2.5178071901953527,,2.5178071901953527,1,,0.0,35.968674145647896,0.0,35.968674145647896,100000.0,0.0,35.968674145647896,200000.0,1.0747256362995772,1
H06105-04-01,2.0,5.0,0.0,5.0,,100.71228760781412,630.0,113000.0,0.0,143.87469658259158,46.0,0.0,40.64460178458212,46.0,1.6094379124341003,3.7048660297482066,3.828641396489095,,6.37992973185411,12.70076888736628,0.0,,,1,,0.0,345.2992717982198,0.0,589.8862559886255,1640000.0,0.0,589.8862559886255,328000.0,1.0747256362995772,1
H06105-04-01,3.0,0.5,0.0,0.5,,0.0,741.0,113000.0,0.0,0.0,57.0,0.0,40.64460178458212,57.0,-0.6931471805599453,3.7048660297482066,4.04305126783455,,,,0.0,,,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0747256362995772,1
H06105-04-01,5.0,,0.0,4.0,,0.0,620.0,113000.0,0.0,4532.052942351635,45.0,0.0,,,,,,,,14.962913010801817,,,,1,,0.0,0.0,0.0,4532.052942351635,12600000.0,0.0,,3150000.0,1.0747256362995772,1
H06105-04-02,1.0,2.5,0.0,2.5,,32.37180673108311,210.0,118000.0,0.0,0.0,70.0,10.0,42.443035491864514,80.0,0.9162907318741551,3.7481628355015304,4.382026634673881,3.2949663245721763,5.469718046056337,12.483704382128453,26.97650560923592,,26.97650560923592,1,,32.37180673108311,172.6496358991099,0.0,237.39324936127613,660000.0,14.387469658259159,237.39324936127613,264000.0,1.0747256362995772,1
H06105-04-02,2.0,1.0,0.0,1.0,,53.95301121847184,610.0,118000.0,0.0,0.0,53.0,0.0,42.443035491864514,53.0,0.0,3.7481628355015304,3.970291913552122,3.764969953817912,4.835411365519326,12.765688433465597,43.16240897477748,,5.395301121847185,1,37.76710785293029,17.984337072823948,53.95301121847184,0.0,125.89035950976763,350000.0,0.0,125.89035950976763,350000.0,1.0747256362995772,1
H06107-04-01,3.0,0.25,0.0,0.25,,5.395301121847185,130.0,106000.0,0.0,0.0,24.0,0.0,38.12679459438677,24.0,-1.3862943611198906,3.640917305147933,3.1780538303479458,,3.2949663245721763,12.611537753638338,0.0,,,1,,3.5968674145647896,17.984337072823948,0.0,26.97650560923592,75000.0,0.0,26.97650560923592,300000.0,1.0747256362995772,1
H06108-04-01,1.0,0.25,0.0,0.25,,10.121715095106223,620.0,14000.0,0.0,0.0,90.0,0.0,5.060857547553112,90.0,-1.3862943611198906,1.6215359447409832,4.499809670330265,,2.3146831253009283,11.626254150277232,0.0,,,1,,0.0,0.0,0.0,10.121715095106223,28000.0,0.0,10.121715095106223,112000.0,1.0693649877067413,1
H06109-04-01,1.0,2.0,0.0,2.0,,253.04287737765557,620.0,273000.0,0.0,75.91286321329667,36.0,8.0,98.68672217728567,44.0,0.6931471805599453,4.591950410310684,3.784189633918261,,5.795923214636621,13.028052697933088,0.0,,,1,,0.0,0.0,0.0,328.95574059095225,875000.0,0.0,328.95574059095225,455000.0,1.0693649877067413,1
H06109-04-01,2.0,1.0,0.0,1.0,,101.21715095106224,630.0,273000.0,0.0,43.37877897902667,63.0,0.0,98.68672217728567,63.0,0.0,4.591950410310684,4.143134726391533,1.6905288162279346,4.973943162233707,12.89921982609012,5.422347372378334,,5.422347372378334,1,,0.0,0.0,0.0,144.59592993008891,400000.0,0.0,144.59592993008891,400000.0,1.0693649877067413,1
H06109-04-01,4.0,1.0,0.0,1.0,,3.6148982482522225,780.0,273000.0,0.0,14.45959299300889,30.0,0.0,98.68672217728567,30.0,0.0,4.591950410310684,3.4011973816621555,1.9782108886797156,5.667090342793652,13.592367006650065,7.229796496504445,,7.229796496504445,1,,0.0,271.1173686189167,0.0,289.19185986017783,800000.0,18.074491241261114,289.19185986017783,800000.0,1.0693649877067413,1
H06109-04-01,5.0,1.0,0.0,1.0,,0.0,890.0,273000.0,0.0,0.0,0.0,0.0,98.68672217728567,0.0,0.0,4.591950410310684,,,1.872850373021889,9.798127036878302,0.0,,,1,,0.0,6.506816846854,0.0,6.506816846854,18000.0,0.0,6.506816846854,18000.0,1.0693649877067413,1
H06110-04-01,3.0,0.25,0.0,0.25,,0.0,420.0,125000.0,0.0,0.0,100.0,5.0,44.96084268205987,105.0,-1.3862943611198906,3.805791948338167,4.653960350157523,4.681260685692067,,,107.90602243694369,,,1,107.90602243694369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0747256362995772,1
H06301-04-01,1.0,0.200000002980232,0.0,0.200000002980232,,21.612077354549772,130.0,54000.0,0.0,3.6020128924249586,96.0,0.0,19.45086932925426,96.0,-1.6094378975329406,2.9678917646571157,4.564348191467836,,3.584077915256803,13.12236337367904,0.0,,,1,,1.8010064462124793,9.005032096876972,0.0,36.02012879006418,100000.0,0.0,36.02012879006418,499999.99813735526,1.0731904059908903,1
H06302-04-01,2.0,0.25,0.0,0.25,,5.403019258126184,610.0,8000.0,0.0,2.701509629063092,41.0,0.0,2.8816102710006315,41.0,-1.3862943611198906,1.0583492597726774,3.713572066704308,1.9746399916468325,2.380105099754997,11.695247021764184,7.204025677501578,,,1,7.204025677501578,2.701509629063092,0.0,0.0,10.806038516252368,30000.0,0.0,10.806038516252368,120000.0,1.0731904059908903,1
H06303-04-01,1.0,1.0,0.0,1.0,,32.01121317962775,741.0,11000.0,0.0,0.0,113.0,0.0,3.912481610843392,113.0,0.0,1.3641718557513007,4.727387818712341,,3.466086253283195,11.407564949312402,0.0,,,1,,0.0,0.0,0.0,32.01121317962775,90000.0,0.0,32.01121317962775,90000.0,1.0868319920274512,1
H06306-04-01,3.0,0.200000002980232,0.0,0.200000002980232,,2.3033279377045863,510.0,28000.0,0.0,1.5355519584697241,57.0,0.0,10.08563594850221,57.0,-1.6094378975329406,2.3111122282680454,4.04305126783455,,2.5083314401498265,12.046616898572063,0.0,,,1,,0.0,8.445535771583483,0.0,12.284415667757793,34104.30839002268,0.0,12.284415667757793,170521.53940914467,1.0731904059908903,1
H06307-04-01,3.0,0.200000002980232,0.0,0.200000002980232,,7.469283075246476,620.0,86000.0,0.0,1.2448805125410791,108.0,0.0,30.58849259386652,108.0,-1.6094378975329406,3.420623879206438,4.68213122712422,,2.37080175470776,11.921718348269907,0.0,,,1,,0.0,1.9918088200657267,0.0,10.705972407853281,30100.0,0.0,10.705972407853281,150499.99775737547,1.0868319920274512,1
H06307-04-01,5.0,0.400000005960464,0.0,0.400000005960464,,48.37249991588194,630.0,86000.0,0.0,8.5363235145674,83.0,0.0,30.58849259386652,83.0,-0.9162907169729952,3.420623879206438,4.418840607796598,,4.572078649248928,13.42984806225113,0.0,,,1,,0.0,39.83617640131453,0.0,96.74499983176388,272000.0,0.0,96.74499983176388,679999.9898672114,1.0868319920274512,1
H06310-04-01,1.0,1.0,0.0,1.0,,35.56801464403083,610.0,98000.0,0.0,8.892003661007708,144.0,0.0,34.85665435115022,144.0,0.0,3.551244061623502,4.969813299576001,,4.957741130060912,12.89921982609012,0.0,,,1,,26.676010983023126,71.13602928806166,0.0,142.27205857612333,400000.0,0.0,142.27205857612333,400000.0,1.0868319920274512,1
H06310-04-01,2.0,0.5,0.0,0.5,,85.363235145674,210.0,98000.0,0.0,0.0,124.0,0.0,34.85665435115022,124.0,-0.6931471805599453,3.551244061623502,4.820281565605037,,4.446915506294921,13.081541382884074,0.0,,,1,,0.0,0.0,0.0,85.363235145674,240000.0,0.0,85.363235145674,480000.0,1.0868319920274512,1
H06310-04-01,3.0,1.0,0.0,1.0,,21.577928516575433,310.0,98000.0,0.0,0.0,141.0,0.0,34.85665435115022,141.0,0.0,3.551244061623502,4.948759890378168,,3.428345925300348,11.369824621329554,0.0,,,1,,9.247684174917955,0.0,0.0,30.825612691493383,86666.66666666666,0.0,30.825612691493383,86666.66666666666,1.0868319920274512,1
H06310-04-01,6.0,1.0,0.0,1.0,,0.0,820.0,98000.0,0.0,0.0,97.0,0.0,34.85665435115022,97.0,0.0,3.551244061623502,4.574710978503383,,4.446915506294921,12.388394202324129,0.0,,,1,,0.0,85.363235145674,0.0,85.363235145674,240000.0,0.0,85.363235145674,240000.0,1.0868319920274512,1
H06310-04-01,8.0,1.0,0.0,1.0,,108.30460459107388,620.0,98000.0,0.0,18.67320768811619,132.0,0.0,34.85665435115022,132.0,0.0,3.551244061623502,4.882801922586371,,4.844012364732569,12.785491060761776,0.0,,,1,,0.0,0.0,0.0,126.97781227919008,357000.0,0.0,126.97781227919008,357000.0,1.0868319920274512,1
H06310-04-01,11.0,1.0,0.0,1.0,,56.90882343044934,630.0,98000.0,0.0,14.227205857612335,96.0,0.0,34.85665435115022,96.0,0.0,3.551244061623502,4.564348191467836,,4.264593949500966,12.206072645530174,0.0,,,1,,0.0,0.0,0.0,71.13602928806166,200000.0,0.0,71.13602928806166,200000.0,1.0868319920274512,1
H06310-04-01,13.0,1.0,0.0,1.0,,46.68301922029047,620.0,98000.0,0.0,0.0,140.0,0.0,34.85665435115022,140.0,0.0,3.551244061623502,4.941642422609304,,3.8433804844246633,11.78485918045387,0.0,,,1,,0.0,0.0,0.0,46.68301922029047,131250.0,0.0,46.68301922029047,131250.0,1.0868319920274512,1
H06310-04-01,14.0,1.0,0.0,1.0,,21.3408087864185,630.0,98000.0,0.0,7.113602928806167,114.0,0.0,34.85665435115022,114.0,0.0,3.551244061623502,4.736198448394496,,3.3483032176268117,11.289781913656018,0.0,,,1,,0.0,0.0,0.0,28.45441171522467,80000.0,0.0,28.45441171522467,80000.0,1.0868319920274512,1
H06310-04-01,15.0,1.0,0.0,1.0,,85.363235145674,210.0,98000.0,0.0,21.3408087864185,106.0,0.0,34.85665435115022,106.0,0.0,3.551244061623502,4.663439094112067,,5.545527794963031,13.487006490992238,0.0,,,1,,21.3408087864185,128.044852718511,0.0,256.089705437022,720000.0,0.0,256.089705437022,720000.0,1.0868319920274512,1
H06310-04-02,3.0,0.25,0.0,0.25,,0.0,630.0,27000.0,0.0,0.0,44.0,0.0,9.603363953888325,44.0,-1.3862943611198906,2.262113448957259,3.784189633918261,,,,0.0,,,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0868319920274512,1
H06401-04-01,1.0,0.30000001192092896,0.0,0.30000001192092896,,0.0,811.0,16000.0,0.0,0.0,37.0,0.0,5.780182464341945,37.0,-1.2039727645895069,1.7544352504112701,3.6109179126442243,,,,0.0,,,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0700411330335953,1
H06405-04-01,3.0,3.0,0.0,3.0,,35.94879989724352,130.0,96000.0,0.0,0.0,84.0,0.0,34.51084790135378,84.0,1.0986122886681098,3.541273706537255,4.430816798843313,,3.5820957010575096,10.41431317630212,0.0,,,1,,0.0,0.0,0.0,35.94879989724352,100000.0,0.0,35.94879989724352,33333.333333333336,1.0753197970037849,1
H06406-04-01,3.0,0.5,0.0,0.5,,28.900912321709725,630.0,71500.0,0.0,0.0,10.0,0.0,25.830190387528067,10.0,-0.6931471805599453,3.2515439778714508,2.302585092994046,,3.3638731628453704,11.982929094215963,0.0,,,1,,0.0,0.0,0.0,28.900912321709725,80000.0,0.0,28.900912321709725,160000.0,1.0700411330335953,1
H06406-04-01,4.0,0.25,0.0,0.25,,12.644149140748004,620.0,71500.0,0.0,6.322074570374002,14.0,2.0,25.830190387528067,16.0,-1.3862943611198906,3.2515439778714508,2.772588722239781,,2.942659697769067,12.254862809699606,0.0,,,1,,0.0,0.0,0.0,18.96622371112201,52500.0,0.0,18.96622371112201,210000.0,1.0700411330335953,1
H06406-04-01,5.0,2.0,0.0,2.0,,23.481991476717727,130.0,71500.0,0.0,7.22522818809171,42.0,6.0,25.830190387528067,48.0,0.6931471805599453,3.2515439778714508,3.871201010907891,,5.984911988312602,13.217673558563305,0.0,,,1,,5.41892127564915,361.26140402137156,0.0,397.38754496183014,1100000.0,0.0,397.38754496183014,550000.0007450581,1.0700411330335953,1
H06408-04-01,2.0,1.0,0.0,1.0,,12.582079749763688,130.0,38000.0,0.0,0.0,72.0,0.0,13.66054396095254,72.0,0.0,2.6145116747958044,4.276666119016055,,4.68070798972562,12.611537753638338,0.0,,,1,,5.392320198858073,89.8719997431088,0.0,107.84639969173057,300000.0,0.0,107.84639969173057,300000.0,1.0753197970037849,1
H06408-04-01,3.0,0.200000002980232,0.0,0.200000002980232,,25.164159928070465,620.0,38000.0,0.0,0.0,63.0,0.0,13.66054396095254,63.0,-1.6094378975329406,2.6145116747958044,4.143134726391533,,3.2254207571187776,12.765688418564437,0.0,,,1,,0.0,0.0,0.0,25.164159928070465,70000.0,0.0,25.164159928070465,349999.9947845941,1.0753197970037849,1
H06408-04-01,5.0,1.0,0.0,1.0,,53.923199845865284,210.0,38000.0,0.0,0.0,60.0,0.0,13.66054396095254,60.0,0.0,2.6145116747958044,4.0943445622221,3.1482311184276477,4.943072254193111,12.873902018105829,23.294822333413805,,,1,23.294822333413805,21.569279938346114,64.70783981503834,0.0,140.20031959924972,390000.0,0.0,140.20031959924972,390000.0,1.0753197970037849,1
H06408-04-01,6.0,2.0,0.0,2.0,,14.37951995889741,630.0,38000.0,0.0,0.0,40.0,0.0,13.66054396095254,40.0,0.6931471805599453,2.6145116747958044,3.6888794541139363,,5.998009479358559,13.235692062711331,0.0,,,1,,0.0,388.24703889023004,0.0,402.62655884912743,1120000.0,0.0,402.62655884912743,560000.0,1.0753197970037849,1
H06409-04-01,3.0,0.400000005960464,0.0,0.400000005960464,,14.37951995889741,630.0,51000.0,0.0,0.0,21.0,0.0,18.333887947594196,21.0,-0.9162907169729952,2.9087511477937444,3.044522437723423,,2.665804969183355,11.51292545006907,0.0,,,1,,0.0,0.0,0.0,14.37951995889741,40000.0,0.0,14.37951995889741,99999.99850988403,1.0753197970037849,1
H06409-04-01,4.0,0.25,0.0,0.25,,0.0,620.0,51000.0,0.0,0.0,30.0,0.0,18.333887947594196,30.0,-1.3862943611198906,2.9087511477937444,3.4011973816621555,,,,0.0,,,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0753197970037849,1
H06410-04-01,3.0,1.0,0.0,1.0,2.5164159928070466,4.49359998715544,130.0,62000.0,0.0,4.49359998715544,88.0,4.0,22.288255936290984,92.0,0.0,3.10405990011451,4.5217885770490405,1.2795106080634644,6.107824345365765,14.038654109278484,3.5948799897243524,,1.0784639969173055,1,,8.98719997431088,431.38559876692227,0.0,449.359998715544,1250000.0,0.0,449.359998715544,1250000.0,1.0753197970037849,1
H06410-04-01,4.0,0.5,0.0,0.5,,22.018639937061657,620.0,62000.0,0.0,3.145519991008808,58.0,0.0,22.288255936290984,58.0,-0.6931471805599453,3.10405990011451,4.060443010546419,,3.2254207571187776,11.84939770159144,0.0,,,1,,0.0,0.0,0.0,25.164159928070465,70000.0,0.0,25.164159928070465,140000.0,1.0753197970037849,1
